==============================================================================
==============================================================================
Wed. Jun. 18 2014                  LANDSAT 5                       Time: 07:31
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0101406179892_00092                          Path / Row - 224 / 63
Reference Image: L51CUB1011210130101_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 100.0%
Rank   2 --  0.0%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
2240632142   -4.12669    -49.93770     0.18      0.31     0.36     1 
2240632143   -4.12665    -49.90959     0.06     -0.06     0.09     1 
2240632144   -4.12661    -49.88148     0.12      0.05     0.13     1 
2240632145   -4.12657    -49.85338     0.10     -0.10     0.15     1 
2240632146   -4.12653    -49.82527     0.03     -0.17     0.18     1 
2240632147   -4.12649    -49.79717    -0.00      0.04     0.04     1 
2240632149   -4.12640    -49.74096     0.10     -0.09     0.14     1 
2240632150   -4.12636    -49.71286    -0.04     -0.04     0.06     1 
2240632151   -4.12631    -49.68475    -0.09      0.01     0.09     1 
2240632155   -4.12612    -49.57234     0.01      0.09     0.09     1 
2240632156   -4.12607    -49.54424    -0.02      0.10     0.10     1 
2240632157   -4.12601    -49.51614     0.23     -0.20     0.31     1 
2240632159   -4.12591    -49.45994     0.02     -0.02     0.02     1 
2240632160   -4.12585    -49.43183     0.22     -0.10     0.24     1 
2240632163   -4.12568    -49.34754     0.21      0.07     0.22     1 
2240632167   -4.12544    -49.23514     0.03     -0.11     0.12     1 
2240632185   -4.15236    -50.83718    -0.02     -0.15     0.15     1 
2240632186   -4.15235    -50.80907    -0.14     -0.35     0.38     1 
2240632187   -4.15234    -50.78096     0.04     -0.15     0.15     1 
2240632188   -4.15233    -50.75285     0.07      0.07     0.10     1 
2240632190   -4.15231    -50.69663    -0.04     -0.00     0.04     1 
2240632192   -4.15229    -50.64040    -0.11      0.00     0.11     1 
2240632193   -4.15228    -50.61229     0.02     -0.07     0.08     1 
2240632197   -4.15221    -50.49985     0.20      0.12     0.24     1 
2240632199   -4.15218    -50.44363     0.02     -0.09     0.09     1 
2240632203   -4.15209    -50.33118     0.39      0.09     0.40     1 
2240632205   -4.15204    -50.27497    -0.03     -0.24     0.24     1 
2240632207   -4.15198    -50.21875    -0.20      0.22     0.30     1 
2240632208   -4.15196    -50.19064     0.21      0.03     0.21     1 
2240632209   -4.15193    -50.16253    -0.01      0.03     0.03     1 
2240632211   -4.15187    -50.10631     0.04     -0.10     0.11     1 
2240632213   -4.15180    -50.05009    -0.06      0.07     0.09     1 
2240632216   -4.15169    -49.96577    -0.16     -0.11     0.20     1 
2240632217   -4.15166    -49.93766    -0.04     -0.11     0.12     1 
2240632219   -4.15158    -49.88145     0.10      0.03     0.11     1 
2240632220   -4.15154    -49.85334    -0.01     -0.32     0.32     1 
2240632221   -4.15150    -49.82524     0.03     -0.11     0.12     1 
2240632222   -4.15146    -49.79713     0.02      0.08     0.09     1 
2240632223   -4.15141    -49.76903     0.01      0.05     0.05     1 
2240632224   -4.15137    -49.74092    -0.06     -0.09     0.11     1 
2240632225   -4.15132    -49.71282    -0.01      0.05     0.05     1 
2240632226   -4.15128    -49.68471    -0.13     -0.02     0.13     1 
2240632230   -4.15108    -49.57230    -0.07      0.25     0.26     1 
2240632231   -4.15103    -49.54419    -0.07      0.01     0.08     1 
2240632232   -4.15098    -49.51609     0.08     -0.14     0.16     1 
2240632235   -4.15081    -49.43178    -0.15     -0.16     0.22     1 
2240632259   -4.17733    -50.86529    -0.05     -0.21     0.22     1 
2240632262   -4.17731    -50.78095     0.00     -0.06     0.06     1 
2240632265   -4.17728    -50.69662    -0.03     -0.08     0.08     1 
2240632268   -4.17725    -50.61228    -0.09     -0.01     0.09     1 
2240632281   -4.17698    -50.24683    -0.09     -0.33     0.34     1 
2240632284   -4.17689    -50.16250     0.10      0.13     0.16     1 
2240632285   -4.17686    -50.13439    -0.07      0.13     0.15     1 
2240632286   -4.17683    -50.10628    -0.05      0.07     0.09     1 
2240632287   -4.17680    -50.07817     0.05      0.07     0.09     1 
2240632288   -4.17677    -50.05006     0.11     -0.34     0.36     1 
2240632290   -4.17670    -49.99385    -0.23     -0.23     0.32     1 
2240632291   -4.17666    -49.96574    -0.08      0.16     0.18     1 
2240632292   -4.17662    -49.93763     0.21      0.02     0.21     1 
2240632294   -4.17654    -49.88141    -0.09     -0.34     0.35     1 
2240632295   -4.17650    -49.85331    -0.31     -0.21     0.37     1 
2240632296   -4.17646    -49.82520     0.21     -0.04     0.21     1 
2240632297   -4.17642    -49.79709     0.10     -0.19     0.22     1 
2240632298   -4.17638    -49.76899     0.03     -0.14     0.14     1 
2240632299   -4.17633    -49.74088    -0.02     -0.01     0.02     1 
2240632300   -4.17628    -49.71278     0.01      0.10     0.10     1 
2240632301   -4.17624    -49.68467    -0.05      0.08     0.10     1 
2240632305   -4.17604    -49.57225    -0.06      0.12     0.13     1 
2240632306   -4.17599    -49.54415    -0.02      0.14     0.14     1 
2240632307   -4.17594    -49.51604    -0.03     -0.02     0.03     1 
2240632308   -4.17588    -49.48794    -0.03     -0.13     0.13     1 
2240632310   -4.17577    -49.43174     0.26     -0.10     0.28     1 
2240632314   -4.17554    -49.31933     0.23     -0.18     0.29     1 
2240632336   -4.20229    -50.80906    -0.03     -0.19     0.19     1 
2240632338   -4.20227    -50.75283     0.08     -0.00     0.08     1 
2240632339   -4.20226    -50.72472    -0.02     -0.03     0.04     1 
2240632340   -4.20225    -50.69661    -0.03     -0.12     0.13     1 
2240632345   -4.20219    -50.55604     0.03      0.16     0.16     1 
2240632354   -4.20200    -50.30303     0.11      0.25     0.27     1 
2240632355   -4.20197    -50.27492     0.00      0.02     0.02     1 
2240632356   -4.20195    -50.24681     0.05     -0.17     0.18     1 
2240632357   -4.20192    -50.21870     0.32     -0.09     0.33     1 
2240632358   -4.20189    -50.19059    -0.22     -0.21     0.30     1 
2240632360   -4.20183    -50.13437     0.02     -0.15     0.16     1 
2240632361   -4.20180    -50.10625    -0.05     -0.05     0.07     1 
2240632362   -4.20177    -50.07814     0.04      0.13     0.13     1 
2240632365   -4.20166    -49.99381    -0.03     -0.13     0.13     1 
2240632366   -4.20162    -49.96571    -0.05     -0.12     0.13     1 
2240632367   -4.20159    -49.93760     0.09     -0.02     0.09     1 
2240632368   -4.20155    -49.90949    -0.23      0.21     0.31     1 
2240632372   -4.20138    -49.79706     0.25      0.01     0.25     1 
2240632373   -4.20134    -49.76895     0.02     -0.01     0.02     1 
2240632374   -4.20129    -49.74084    -0.03     -0.08     0.09     1 
2240632375   -4.20125    -49.71274     0.00      0.14     0.14     1 
2240632376   -4.20120    -49.68463     0.01     -0.12     0.12     1 
2240632377   -4.20115    -49.65652     0.11     -0.20     0.23     1 
2240632381   -4.20095    -49.54410     0.04      0.26     0.27     1 
2240632382   -4.20090    -49.51600    -0.01      0.11     0.12     1 
2240632383   -4.20084    -49.48789     0.04      0.13     0.13     1 
2240632384   -4.20079    -49.45979     0.17      0.11     0.21     1 
2240632388   -4.20056    -49.34738     0.20      0.20     0.29     1 
2240632408   -4.22727    -50.89340     0.00     -0.10     0.10     1 
2240632410   -4.22726    -50.83717    -0.11     -0.22     0.25     1 
2240632412   -4.22725    -50.78094    -0.01     -0.14     0.14     1 
2240632413   -4.22724    -50.75283     0.02     -0.06     0.06     1 
2240632415   -4.22722    -50.69660     0.04     -0.03     0.05     1 
2240632416   -4.22721    -50.66848     0.03      0.01     0.03     1 
2240632417   -4.22720    -50.64037     0.07      0.04     0.08     1 
2240632418   -4.22718    -50.61225    -0.18     -0.06     0.18     1 
2240632421   -4.22714    -50.52791    -0.06     -0.08     0.11     1 
2240632423   -4.22710    -50.47169    -0.17     -0.32     0.37     1 
2240632426   -4.22704    -50.38735    -0.15      0.01     0.15     1 
2240632430   -4.22694    -50.27490     0.06      0.25     0.26     1 
2240632432   -4.22689    -50.21867    -0.06     -0.09     0.11     1 
2240632436   -4.22676    -50.10623     0.32      0.25     0.41     1 
2240632437   -4.22673    -50.07811     0.08     -0.01     0.08     1 
2240632438   -4.22670    -50.05000     0.15     -0.02     0.15     1 
2240632441   -4.22659    -49.96567     0.09      0.05     0.10     1 
2240632443   -4.22651    -49.90945     0.23     -0.17     0.28     1 
2240632444   -4.22647    -49.88134    -0.01      0.05     0.05     1 
2240632445   -4.22643    -49.85323     0.18     -0.08     0.20     1 
2240632446   -4.22639    -49.82513     0.03      0.05     0.06     1 
2240632447   -4.22635    -49.79702     0.05      0.08     0.10     1 
2240632448   -4.22630    -49.76891     0.03      0.01     0.03     1 
2240632449   -4.22626    -49.74080     0.07      0.06     0.10     1 
2240632450   -4.22621    -49.71269     0.01      0.14     0.14     1 
2240632451   -4.22616    -49.68459     0.08      0.11     0.14     1 
2240632452   -4.22612    -49.65648     0.01      0.07     0.07     1 
2240632456   -4.22591    -49.54406    -0.03      0.11     0.11     1 
2240632457   -4.22586    -49.51595     0.00      0.03     0.03     1 
2240632458   -4.22580    -49.48785    -0.02     -0.08     0.08     1 
2240632460   -4.22569    -49.43164    -0.06     -0.23     0.24     1 
2240632461   -4.22563    -49.40353    -0.00      0.24     0.24     1 
2240632483   -4.25224    -50.89339     0.23     -0.08     0.25     1 
2240632486   -4.25223    -50.80905     0.06     -0.21     0.22     1 
2240632488   -4.25221    -50.75282    -0.03     -0.20     0.20     1 
2240632489   -4.25220    -50.72470    -0.02     -0.07     0.07     1 
2240632490   -4.25219    -50.69659    -0.02     -0.07     0.08     1 
2240632491   -4.25218    -50.66847    -0.01     -0.05     0.05     1 
2240632492   -4.25217    -50.64036     0.11     -0.06     0.13     1 
2240632499   -4.25205    -50.44356     0.03     -0.42     0.42     1 
2240632500   -4.25203    -50.41544     0.06     -0.22     0.23     1 
2240632503   -4.25196    -50.33110    -0.06      0.01     0.06     1 
2240632505   -4.25191    -50.27487     0.08     -0.10     0.13     1 
2240632507   -4.25185    -50.21865     0.19      0.36     0.41     1 
2240632509   -4.25179    -50.16242     0.06     -0.09     0.11     1 
2240632510   -4.25176    -50.13431     0.08      0.25     0.26     1 
2240632511   -4.25173    -50.10620     0.23      0.08     0.25     1 
2240632512   -4.25170    -50.07809     0.16     -0.07     0.18     1 
2240632515   -4.25159    -49.99375     0.37     -0.01     0.37     1 
2240632516   -4.25155    -49.96564     0.03     -0.03     0.04     1 
2240632517   -4.25152    -49.93753     0.09      0.11     0.14     1 
2240632521   -4.25135    -49.82509     0.01     -0.25     0.25     1 
2240632522   -4.25131    -49.79698     0.08     -0.05     0.09     1 
2240632523   -4.25127    -49.76887     0.12      0.11     0.17     1 
2240632524   -4.25122    -49.74076     0.00      0.06     0.06     1 
2240632525   -4.25117    -49.71265    -0.07      0.08     0.11     1 
2240632526   -4.25113    -49.68454     0.02     -0.09     0.09     1 
2240632527   -4.25108    -49.65644     0.03      0.06     0.07     1 
2240632528   -4.25103    -49.62833     0.01     -0.31     0.31     1 
2240632531   -4.25087    -49.54401    -0.10     -0.06     0.11     1 
2240632532   -4.25082    -49.51590     0.08      0.10     0.13     1 
2240632533   -4.25076    -49.48780     0.00      0.09     0.09     1 
2240632534   -4.25071    -49.45969    -0.01      0.03     0.03     1 
2240632535   -4.25065    -49.43159     0.03     -0.16     0.16     1 
2240632536   -4.25059    -49.40348     0.10     -0.19     0.21     1 
2240632558   -4.27721    -50.89339     0.01     -0.07     0.07     1 
2240632559   -4.27721    -50.86528    -0.00     -0.10     0.10     1 
2240632560   -4.27720    -50.83716    -0.03     -0.13     0.13     1 
2240632561   -4.27719    -50.80904    -0.01     -0.01     0.01     1 
2240632562   -4.27719    -50.78093     0.08      0.03     0.08     1 
2240632563   -4.27718    -50.75281    -0.01     -0.07     0.07     1 
2240632564   -4.27717    -50.72469    -0.00     -0.05     0.05     1 
2240632566   -4.27715    -50.66846    -0.10     -0.12     0.15     1 
2240632567   -4.27713    -50.64035     0.15     -0.13     0.20     1 
2240632570   -4.27709    -50.55600     0.28     -0.01     0.28     1 
2240632573   -4.27704    -50.47165    -0.16     -0.16     0.22     1 
2240632577   -4.27695    -50.35919    -0.04      0.23     0.24     1 
2240632578   -4.27693    -50.33108    -0.12      0.38     0.40     1 
2240632584   -4.27676    -50.16239    -0.02     -0.16     0.16     1 
2240632585   -4.27673    -50.13428     0.09      0.21     0.23     1 
2240632587   -4.27666    -50.07805     0.12     -0.13     0.17     1 
2240632589   -4.27659    -50.02183    -0.01      0.05     0.05     1 
2240632591   -4.27652    -49.96561     0.13     -0.02     0.14     1 
2240632593   -4.27644    -49.90938    -0.00      0.18     0.18     1 
2240632594   -4.27640    -49.88127    -0.36     -0.13     0.38     1 
2240632597   -4.27627    -49.79694    -0.04     -0.02     0.04     1 
2240632598   -4.27623    -49.76883    -0.02     -0.07     0.08     1 
2240632599   -4.27618    -49.74072    -0.03     -0.01     0.03     1 
2240632600   -4.27614    -49.71261     0.12      0.01     0.12     1 
2240632601   -4.27609    -49.68450     0.05     -0.08     0.09     1 
2240632602   -4.27604    -49.65639     0.01     -0.05     0.05     1 
2240632603   -4.27599    -49.62828    -0.09     -0.11     0.14     1 
2240632604   -4.27594    -49.60018     0.24      0.33     0.41     1 
2240632607   -4.27578    -49.51585    -0.01      0.05     0.05     1 
2240632608   -4.27572    -49.48775     0.06      0.19     0.20     1 
2240632609   -4.27567    -49.45964     0.02      0.06     0.07     1 
2240632610   -4.27561    -49.43153    -0.00      0.04     0.04     1 
2240632611   -4.27555    -49.40343     0.09      0.04     0.10     1 
2240632612   -4.27549    -49.37532     0.26      0.14     0.30     1 
2240632613   -4.27543    -49.34722    -0.11      0.16     0.19     1 
2240632614   -4.27537    -49.31911     0.33      0.02     0.33     1 
2240632633   -4.30218    -50.89339    -0.04     -0.21     0.22     1 
2240632634   -4.30218    -50.86527    -0.02     -0.20     0.20     1 
2240632635   -4.30217    -50.83715    -0.03     -0.13     0.13     1 
2240632636   -4.30216    -50.80904    -0.01     -0.14     0.14     1 
2240632637   -4.30216    -50.78092     0.01     -0.05     0.05     1 
2240632638   -4.30215    -50.75280    -0.05     -0.11     0.12     1 
2240632639   -4.30214    -50.72469    -0.05     -0.03     0.06     1 
2240632642   -4.30210    -50.64034    -0.08     -0.05     0.09     1 
2240632647   -4.30202    -50.49975     0.10     -0.07     0.13     1 
2240632648   -4.30201    -50.47164    -0.11     -0.23     0.25     1 
2240632649   -4.30198    -50.44352    -0.21     -0.08     0.23     1 
2240632651   -4.30194    -50.38729    -0.12      0.02     0.12     1 
2240632654   -4.30187    -50.30294     0.07      0.15     0.17     1 
2240632658   -4.30176    -50.19048    -0.05      0.15     0.16     1 
2240632663   -4.30159    -50.04991    -0.07     -0.10     0.12     1 
2240632664   -4.30156    -50.02180     0.23     -0.05     0.24     1 
2240632666   -4.30148    -49.96557     0.03      0.14     0.15     1 
2240632667   -4.30145    -49.93746     0.14     -0.03     0.14     1 
2240632668   -4.30141    -49.90935     0.00     -0.33     0.33     1 
2240632669   -4.30136    -49.88124     0.12     -0.20     0.23     1 
2240632670   -4.30132    -49.85312     0.09     -0.11     0.14     1 
2240632671   -4.30128    -49.82501     0.29      0.15     0.32     1 
2240632672   -4.30124    -49.79690     0.32     -0.20     0.38     1 
2240632673   -4.30119    -49.76879     0.09      0.02     0.10     1 
2240632674   -4.30115    -49.74068    -0.01      0.05     0.05     1 
2240632675   -4.30110    -49.71257    -0.01      0.10     0.10     1 
2240632676   -4.30105    -49.68446     0.05      0.14     0.15     1 
2240632677   -4.30100    -49.65635     0.02     -0.02     0.03     1 
2240632678   -4.30095    -49.62824    -0.06      0.08     0.10     1 
2240632679   -4.30090    -49.60013     0.17      0.17     0.24     1 
2240632683   -4.30068    -49.48770    -0.06     -0.05     0.08     1 
2240632684   -4.30063    -49.45959    -0.01     -0.09     0.09     1 
2240632685   -4.30057    -49.43148     0.05      0.06     0.08     1 
2240632686   -4.30051    -49.40338     0.09     -0.06     0.10     1 
2240632687   -4.30045    -49.37527     0.13     -0.12     0.17     1 
2240632689   -4.30033    -49.31906    -0.23      0.11     0.25     1 
2240632691   -4.30021    -49.26285     0.30     -0.11     0.32     1 
2240632711   -4.32713    -50.80903    -0.03     -0.12     0.12     1 
2240632712   -4.32712    -50.78091    -0.02     -0.08     0.08     1 
2240632714   -4.32711    -50.72468    -0.03     -0.07     0.07     1 
2240632715   -4.32710    -50.69656    -0.09     -0.15     0.18     1 
2240632716   -4.32708    -50.66844    -0.04     -0.07     0.08     1 
2240632717   -4.32707    -50.64032     0.07      0.23     0.24     1 
2240632718   -4.32706    -50.61221    -0.12     -0.14     0.18     1 
2240632726   -4.32691    -50.38727    -0.14      0.31     0.34     1 
2240632727   -4.32689    -50.35915    -0.06      0.13     0.14     1 
2240632729   -4.32684    -50.30292     0.12     -0.04     0.13     1 
2240632730   -4.32681    -50.27480     0.04     -0.03     0.05     1 
2240632732   -4.32675    -50.21857    -0.02      0.02     0.03     1 
2240632733   -4.32672    -50.19046     0.01      0.11     0.11     1 
2240632734   -4.32669    -50.16234    -0.03     -0.19     0.19     1 
2240632739   -4.32653    -50.02177    -0.03      0.29     0.29     1 
2240632743   -4.32637    -49.90931     0.18     -0.03     0.18     1 
2240632744   -4.32633    -49.88120    -0.00     -0.09     0.09     1 
2240632745   -4.32629    -49.85309     0.22     -0.23     0.32     1 
2240632746   -4.32625    -49.82497    -0.07      0.00     0.07     1 
2240632747   -4.32620    -49.79686     0.09      0.04     0.10     1 
2240632748   -4.32615    -49.76875     0.17     -0.14     0.22     1 
2240632749   -4.32611    -49.74064     0.09     -0.21     0.23     1 
2240632750   -4.32606    -49.71253     0.04     -0.03     0.05     1 
2240632751   -4.32601    -49.68442     0.00      0.04     0.04     1 
2240632752   -4.32596    -49.65631     0.11      0.10     0.15     1 
2240632753   -4.32591    -49.62819     0.01      0.24     0.24     1 
2240632754   -4.32586    -49.60009     0.04      0.37     0.37     1 
2240632759   -4.32559    -49.45954     0.11      0.01     0.11     1 
2240632760   -4.32553    -49.43143     0.04      0.01     0.04     1 
2240632761   -4.32547    -49.40333     0.14     -0.05     0.15     1 
2240632762   -4.32541    -49.37522     0.14     -0.09     0.16     1 
2240632766   -4.32516    -49.26279    -0.10     -0.26     0.28     1 
2240632782   -4.35212    -50.92150     0.01     -0.13     0.13     1 
2240632784   -4.35211    -50.86526    -0.00     -0.07     0.07     1 
2240632786   -4.35210    -50.80902    -0.01     -0.00     0.01     1 
2240632788   -4.35209    -50.75279     0.01      0.11     0.11     1 
2240632799   -4.35192    -50.44348     0.11      0.10     0.15     1 
2240632801   -4.35188    -50.38725    -0.23     -0.14     0.27     1 
2240632803   -4.35183    -50.33101     0.41      0.11     0.42     1 
2240632804   -4.35180    -50.30290    -0.23     -0.05     0.24     1 
2240632805   -4.35178    -50.27478    -0.09      0.23     0.25     1 
2240632808   -4.35169    -50.19043    -0.03      0.13     0.13     1 
2240632812   -4.35156    -50.07796    -0.01     -0.23     0.23     1 
2240632815   -4.35145    -49.99362     0.18      0.16     0.24     1 
2240632816   -4.35142    -49.96551     0.12     -0.07     0.14     1 
2240632817   -4.35138    -49.93739     0.12     -0.01     0.12     1 
2240632820   -4.35125    -49.85305     0.08      0.13     0.15     1 
2240632821   -4.35121    -49.82493     0.11      0.02     0.12     1 
2240632822   -4.35116    -49.79682     0.05      0.06     0.08     1 
2240632823   -4.35112    -49.76871    -0.00     -0.02     0.02     1 
2240632824   -4.35107    -49.74060     0.08      0.07     0.10     1 
2240632825   -4.35102    -49.71249     0.06      0.06     0.08     1 
2240632826   -4.35098    -49.68437    -0.05      0.01     0.05     1 
2240632827   -4.35093    -49.65626    -0.01      0.04     0.04     1 
2240632828   -4.35088    -49.62815     0.13     -0.12     0.18     1 
2240632829   -4.35082    -49.60004    -0.06     -0.08     0.10     1 
2240632830   -4.35077    -49.57193    -0.05     -0.12     0.13     1 
2240632835   -4.35049    -49.43138     0.09      0.08     0.12     1 
2240632836   -4.35043    -49.40327    -0.01      0.01     0.02     1 
2240632837   -4.35037    -49.37517     0.26      0.04     0.26     1 
2240632839   -4.35025    -49.31895    -0.31     -0.12     0.34     1 
2240632840   -4.35018    -49.29084     0.40      0.04     0.40     1 
2240632867   -4.37701    -50.64030     0.08      0.01     0.08     1 
2240632869   -4.37698    -50.58406     0.10      0.11     0.15     1 
2240632870   -4.37696    -50.55594    -0.12     -0.00     0.12     1 
2240632875   -4.37687    -50.41535     0.14      0.09     0.16     1 
2240632876   -4.37684    -50.38723    -0.02     -0.03     0.04     1 
2240632877   -4.37682    -50.35911    -0.06     -0.18     0.18     1 
2240632878   -4.37680    -50.33099    -0.10     -0.01     0.10     1 
2240632879   -4.37677    -50.30287     0.01     -0.24     0.24     1 
2240632887   -4.37653    -50.07793     0.01     -0.11     0.11     1 
2240632888   -4.37649    -50.04982     0.19     -0.01     0.19     1 
2240632889   -4.37646    -50.02170     0.36      0.23     0.43     1 
2240632891   -4.37638    -49.96547     0.30      0.12     0.32     1 
2240632892   -4.37634    -49.93735     0.09     -0.34     0.35     1 
2240632895   -4.37622    -49.85301    -0.00     -0.10     0.10     1 
2240632896   -4.37617    -49.82490     0.17     -0.02     0.18     1 
2240632897   -4.37613    -49.79678     0.07      0.10     0.13     1 
2240632898   -4.37608    -49.76867     0.05      0.12     0.13     1 
2240632899   -4.37603    -49.74056     0.03      0.02     0.04     1 
2240632900   -4.37599    -49.71244    -0.02     -0.07     0.07     1 
2240632901   -4.37594    -49.68433     0.04     -0.23     0.23     1 
2240632902   -4.37589    -49.65622     0.11      0.16     0.19     1 
2240632903   -4.37584    -49.62810     0.09     -0.09     0.13     1 
2240632904   -4.37578    -49.59999     0.07     -0.03     0.08     1 
2240632905   -4.37573    -49.57188    -0.11     -0.04     0.12     1 
2240632906   -4.37568    -49.54377    -0.15      0.06     0.17     1 
2240632910   -4.37545    -49.43133     0.06     -0.10     0.11     1 
2240632911   -4.37539    -49.40322    -0.06     -0.10     0.12     1 
2240632912   -4.37533    -49.37511    -0.05     -0.13     0.13     1 
2240632914   -4.37521    -49.31889    -0.07     -0.01     0.07     1 
2240632932   -4.40206    -50.92150     0.01      0.02     0.02     1 
2240632933   -4.40206    -50.89337    -0.01     -0.05     0.05     1 
2240632937   -4.40203    -50.78089     0.01     -0.01     0.01     1 
2240632941   -4.40199    -50.66841    -0.10     -0.19     0.22     1 
2240632943   -4.40196    -50.61217     0.09     -0.21     0.23     1 
2240632947   -4.40190    -50.49969    -0.22     -0.11     0.25     1 
2240632949   -4.40186    -50.44345    -0.16      0.22     0.27     1 
2240632950   -4.40184    -50.41533     0.00     -0.20     0.20     1 
2240632952   -4.40179    -50.35909     0.05     -0.04     0.06     1 
2240632962   -4.40149    -50.07790     0.22     -0.20     0.30     1 
2240632963   -4.40146    -50.04979    -0.28     -0.17     0.33     1 
2240632965   -4.40138    -49.99355    -0.06     -0.02     0.06     1 
2240632968   -4.40127    -49.90920     0.26     -0.03     0.26     1 
2240632969   -4.40122    -49.88109     0.20     -0.16     0.26     1 
2240632970   -4.40118    -49.85297     0.12     -0.06     0.13     1 
2240632971   -4.40114    -49.82486     0.32     -0.17     0.36     1 
2240632972   -4.40109    -49.79674     0.03     -0.14     0.14     1 
2240632973   -4.40104    -49.76863    -0.04      0.01     0.04     1 
2240632974   -4.40100    -49.74051    -0.01     -0.09     0.09     1 
2240632975   -4.40095    -49.71240     0.09     -0.20     0.21     1 
2240632976   -4.40090    -49.68429     0.12     -0.19     0.22     1 
2240632977   -4.40085    -49.65617     0.38     -0.14     0.40     1 
2240632978   -4.40080    -49.62806     0.13     -0.02     0.13     1 
2240632979   -4.40075    -49.59995     0.05      0.16     0.17     1 
2240632980   -4.40069    -49.57183     0.01      0.05     0.05     1 
2240632981   -4.40064    -49.54372     0.02      0.07     0.07     1 
2240632984   -4.40047    -49.45939     0.15      0.34     0.37     1 
2240632985   -4.40041    -49.43128     0.05     -0.07     0.09     1 
2240632986   -4.40035    -49.40317    -0.01     -0.08     0.08     1 
2240632987   -4.40029    -49.37506    -0.07     -0.10     0.12     1 
2240633008   -4.42703    -50.89337    -0.03     -0.16     0.16     1 
2240633009   -4.42702    -50.86525    -0.03     -0.14     0.15     1 
2240633010   -4.42702    -50.83713     0.03     -0.06     0.07     1 
2240633011   -4.42701    -50.80900     0.00      0.01     0.01     1 
2240633014   -4.42698    -50.72464     0.03      0.00     0.03     1 
2240633015   -4.42697    -50.69652    -0.11     -0.07     0.13     1 
2240633016   -4.42696    -50.66840     0.17     -0.12     0.21     1 
2240633017   -4.42695    -50.64028    -0.25      0.08     0.26     1 
2240633018   -4.42693    -50.61215     0.03      0.20     0.20     1 
2240633019   -4.42692    -50.58403     0.05     -0.06     0.07     1 
2240633020   -4.42690    -50.55591    -0.31     -0.20     0.37     1 
2240633022   -4.42686    -50.49967     0.08     -0.06     0.10     1 
2240633025   -4.42680    -50.41531     0.11     -0.02     0.11     1 
2240633027   -4.42676    -50.35907     0.14     -0.11     0.18     1 
2240633028   -4.42673    -50.33095    -0.03      0.16     0.16     1 
2240633036   -4.42649    -50.10599     0.15     -0.16     0.21     1 
2240633038   -4.42642    -50.04975    -0.12      0.01     0.12     1 
2240633039   -4.42639    -50.02164    -0.02      0.08     0.08     1 
2240633040   -4.42635    -49.99352    -0.05      0.09     0.10     1 
2240633041   -4.42631    -49.96540     0.02      0.10     0.10     1 
2240633042   -4.42627    -49.93729    -0.23      0.01     0.23     1 
2240633043   -4.42623    -49.90917    -0.00     -0.06     0.06     1 
2240633046   -4.42610    -49.82482    -0.11     -0.13     0.17     1 
2240633048   -4.42601    -49.76859     0.06     -0.07     0.09     1 
2240633049   -4.42596    -49.74047     0.10     -0.08     0.13     1 
2240633050   -4.42591    -49.71236     0.09     -0.22     0.24     1 
2240633053   -4.42576    -49.62801     0.17     -0.01     0.17     1 
2240633054   -4.42571    -49.59990    -0.03     -0.05     0.06     1 
2240633055   -4.42565    -49.57179    -0.03     -0.11     0.12     1 
2240633056   -4.42560    -49.54367    -0.13      0.04     0.14     1 
2240633059   -4.42543    -49.45934    -0.11     -0.15     0.18     1 
2240633060   -4.42537    -49.43122    -0.02     -0.08     0.08     1 
2240633061   -4.42531    -49.40311     0.01      0.10     0.10     1 
2240633062   -4.42525    -49.37500    -0.08     -0.04     0.09     1 
2240633063   -4.42519    -49.34689     0.30      0.04     0.30     1 
2240633064   -4.42512    -49.31878    -0.18      0.17     0.25     1 
2240633084   -4.45199    -50.86524     0.04     -0.20     0.21     1 
2240633092   -4.45191    -50.64026     0.13      0.01     0.13     1 
2240633095   -4.45187    -50.55590    -0.24     -0.20     0.31     1 
2240633098   -4.45181    -50.47153     0.05     -0.01     0.05     1 
2240633099   -4.45179    -50.44341    -0.05     -0.02     0.05     1 
2240633103   -4.45170    -50.33092     0.08      0.03     0.09     1 
2240633105   -4.45165    -50.27468     0.05      0.10     0.11     1 
2240633108   -4.45156    -50.19032     0.08      0.21     0.23     1 
2240633113   -4.45139    -50.04972    -0.00      0.19     0.19     1 
2240633114   -4.45135    -50.02160    -0.08      0.16     0.18     1 
2240633115   -4.45131    -49.99348    -0.04      0.13     0.13     1 
2240633116   -4.45127    -49.96537    -0.04      0.06     0.07     1 
2240633117   -4.45123    -49.93725     0.02     -0.02     0.03     1 
2240633118   -4.45119    -49.90913     0.05     -0.07     0.09     1 
