==============================================================================
==============================================================================
Wed. Jun. 18 2014                  LANDSAT 5                       Time: 07:31
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0101406179892_00092                          Path / Row - 224 / 63
Reference Image: L51CUB1011210130101_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 100.0%
Rank   2 --  0.0%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
2240634006   -4.75122    -50.24625     0.03      0.12     0.12     1 
2240634007   -4.75119    -50.21811     0.03      0.08     0.09     1 
2240634008   -4.75115    -50.18998     0.00      0.09     0.09     1 
2240634009   -4.75112    -50.16185    -0.01      0.10     0.10     1 
2240634010   -4.75109    -50.13372     0.02      0.09     0.09     1 
2240634011   -4.75105    -50.10559     0.00      0.11     0.11     1 
2240634012   -4.75101    -50.07746     0.01      0.10     0.10     1 
2240634013   -4.75098    -50.04933     0.03      0.01     0.04     1 
2240634014   -4.75094    -50.02119    -0.02      0.14     0.14     1 
2240634015   -4.75089    -49.99307    -0.05      0.06     0.08     1 
2240634016   -4.75085    -49.96493    -0.01      0.11     0.11     1 
2240634017   -4.75081    -49.93680    -0.02      0.13     0.13     1 
2240634018   -4.75077    -49.90868     0.11      0.26     0.28     1 
2240634025   -4.75043    -49.71178     0.23     -0.37     0.43     1 
2240634026   -4.75037    -49.68365     0.06     -0.08     0.10     1 
2240634027   -4.75032    -49.65552     0.02      0.03     0.04     1 
2240634028   -4.75026    -49.62739    -0.20     -0.22     0.30     1 
2240634029   -4.75021    -49.59927    -0.02      0.09     0.09     1 
2240634030   -4.75015    -49.57114     0.04     -0.24     0.24     1 
2240634031   -4.75009    -49.54302     0.20      0.06     0.21     1 
2240634032   -4.75003    -49.51489     0.17      0.01     0.17     1 
2240634033   -4.74997    -49.48677     0.01      0.06     0.06     1 
2240634034   -4.74991    -49.45864     0.10      0.09     0.13     1 
2240634036   -4.74978    -49.40239     0.08      0.10     0.13     1 
2240634037   -4.74971    -49.37427     0.34     -0.22     0.41     1 
2240634054   -4.77660    -51.00586     0.16      0.03     0.16     1 
2240634061   -4.77657    -50.80891    -0.02     -0.07     0.07     1 
2240634063   -4.77656    -50.75264     0.03      0.06     0.06     1 
2240634072   -4.77642    -50.49943     0.05      0.03     0.06     1 
2240634073   -4.77639    -50.47129    -0.10     -0.21     0.23     1 
2240634077   -4.77630    -50.35875     0.01      0.09     0.09     1 
2240634078   -4.77627    -50.33062    -0.03      0.07     0.07     1 
2240634079   -4.77625    -50.30249    -0.01      0.12     0.12     1 
2240634080   -4.77621    -50.27435     0.03      0.14     0.15     1 
2240634081   -4.77618    -50.24622     0.05      0.14     0.15     1 
2240634082   -4.77615    -50.21809    -0.01      0.19     0.19     1 
2240634083   -4.77612    -50.18995     0.04      0.18     0.19     1 
2240634084   -4.77609    -50.16182    -0.06      0.16     0.17     1 
2240634085   -4.77605    -50.13369    -0.02      0.10     0.10     1 
2240634086   -4.77602    -50.10556    -0.00      0.08     0.08     1 
2240634087   -4.77598    -50.07742    -0.03      0.03     0.04     1 
2240634088   -4.77594    -50.04929     0.03      0.10     0.10     1 
2240634089   -4.77590    -50.02116    -0.01      0.07     0.07     1 
2240634090   -4.77586    -49.99303     0.00      0.08     0.08     1 
2240634091   -4.77582    -49.96490     0.00      0.06     0.06     1 
2240634092   -4.77578    -49.93677    -0.02      0.08     0.08     1 
2240634099   -4.77544    -49.73986     0.08     -0.01     0.08     1 
2240634102   -4.77528    -49.65547     0.19     -0.11     0.22     1 
2240634103   -4.77523    -49.62734    -0.00     -0.02     0.02     1 
2240634104   -4.77517    -49.59922     0.10     -0.10     0.14     1 
2240634105   -4.77511    -49.57109     0.15     -0.06     0.16     1 
2240634106   -4.77505    -49.54296     0.13     -0.16     0.21     1 
2240634107   -4.77499    -49.51484     0.27      0.25     0.37     1 
2240634108   -4.77493    -49.48671    -0.07     -0.10     0.12     1 
2240634111   -4.77474    -49.40234     0.17     -0.01     0.17     1 
2240634112   -4.77467    -49.37421     0.21      0.24     0.32     1 
2240634129   -4.80157    -51.00586     0.14     -0.02     0.14     1 
2240634130   -4.80157    -50.97772     0.07      0.05     0.08     1 
2240634136   -4.80154    -50.80891     0.04      0.01     0.04     1 
2240634140   -4.80150    -50.69636    -0.05     -0.01     0.05     1 
2240634146   -4.80140    -50.52754    -0.01      0.11     0.11     1 
2240634148   -4.80136    -50.47127     0.24      0.30     0.38     1 
2240634152   -4.80127    -50.35873    -0.02      0.09     0.09     1 
2240634153   -4.80124    -50.33060     0.00      0.10     0.10     1 
2240634154   -4.80121    -50.30246    -0.01      0.06     0.06     1 
2240634155   -4.80118    -50.27433    -0.03      0.08     0.08     1 
2240634156   -4.80115    -50.24619     0.05      0.07     0.08     1 
2240634157   -4.80112    -50.21806     0.02      0.06     0.06     1 
2240634158   -4.80109    -50.18992    -0.01      0.11     0.11     1 
2240634159   -4.80105    -50.16179    -0.04      0.06     0.07     1 
2240634160   -4.80102    -50.13366    -0.02      0.06     0.06     1 
2240634161   -4.80098    -50.10552     0.01      0.08     0.08     1 
2240634162   -4.80094    -50.07739    -0.02      0.17     0.17     1 
2240634163   -4.80091    -50.04926    -0.03      0.14     0.14     1 
2240634164   -4.80087    -50.02112    -0.06      0.18     0.19     1 
2240634165   -4.80082    -49.99299    -0.04      0.15     0.16     1 
2240634166   -4.80078    -49.96486    -0.00      0.10     0.10     1 
2240634167   -4.80074    -49.93673     0.05      0.12     0.13     1 
2240634176   -4.80030    -49.68355     0.11     -0.21     0.23     1 
2240634177   -4.80024    -49.65542     0.27     -0.26     0.37     1 
2240634179   -4.80013    -49.59917     0.10      0.24     0.27     1 
2240634180   -4.80007    -49.57104    -0.05      0.09     0.11     1 
2240634181   -4.80001    -49.54291     0.02     -0.08     0.08     1 
2240634182   -4.79995    -49.51478    -0.22      0.22     0.31     1 
2240634183   -4.79989    -49.48666     0.17      0.25     0.30     1 
2240634184   -4.79983    -49.45853     0.04     -0.08     0.08     1 
2240634186   -4.79970    -49.40228    -0.00     -0.09     0.09     1 
2240634187   -4.79963    -49.37415     0.15      0.20     0.24     1 
2240634204   -4.82654    -51.00586     0.08     -0.14     0.16     1 
2240634206   -4.82653    -50.94959     0.03     -0.14     0.14     1 
2240634207   -4.82653    -50.92145     0.06     -0.04     0.07     1 
2240634210   -4.82652    -50.83704     0.05     -0.19     0.19     1 
2240634211   -4.82651    -50.80890     0.15      0.08     0.17     1 
2240634227   -4.82623    -50.35871    -0.03      0.24     0.24     1 
2240634228   -4.82621    -50.33057     0.03      0.28     0.29     1 
2240634229   -4.82618    -50.30244     0.05      0.24     0.24     1 
2240634230   -4.82615    -50.27430     0.00      0.16     0.16     1 
2240634231   -4.82612    -50.24616    -0.01      0.20     0.20     1 
2240634232   -4.82609    -50.21803     0.06      0.09     0.10     1 
2240634233   -4.82605    -50.18989    -0.03      0.09     0.10     1 
2240634234   -4.82602    -50.16176    -0.05      0.07     0.09     1 
2240634235   -4.82598    -50.13363    -0.03      0.05     0.06     1 
2240634236   -4.82595    -50.10549    -0.01      0.07     0.07     1 
2240634237   -4.82591    -50.07736    -0.07      0.01     0.07     1 
2240634238   -4.82587    -50.04922    -0.06      0.06     0.08     1 
2240634239   -4.82583    -50.02109    -0.06      0.05     0.08     1 
2240634240   -4.82579    -49.99296    -0.05      0.09     0.10     1 
2240634241   -4.82575    -49.96482    -0.07      0.11     0.13     1 
2240634245   -4.82557    -49.85229    -0.21     -0.28     0.34     1 
2240634246   -4.82552    -49.82416     0.19      0.01     0.19     1 
2240634247   -4.82547    -49.79603    -0.24     -0.13     0.27     1 
2240634248   -4.82542    -49.76790    -0.13      0.06     0.14     1 
2240634250   -4.82531    -49.71164    -0.22     -0.09     0.23     1 
2240634254   -4.82509    -49.59911     0.03     -0.15     0.15     1 
2240634256   -4.82497    -49.54286     0.13     -0.07     0.15     1 
2240634257   -4.82491    -49.51473    -0.00     -0.01     0.01     1 
2240634259   -4.82479    -49.45847     0.21     -0.06     0.22     1 
2240634260   -4.82472    -49.43035     0.08     -0.22     0.23     1 
2240634261   -4.82466    -49.40222     0.08     -0.08     0.12     1 
2240634278   -4.85150    -51.03400     0.04     -0.08     0.09     1 
2240634279   -4.85151    -51.00586     0.06     -0.05     0.08     1 
2240634281   -4.85150    -50.94958     0.08     -0.01     0.08     1 
2240634282   -4.85150    -50.92145     0.09     -0.16     0.18     1 
2240634283   -4.85150    -50.89331    -0.01     -0.13     0.13     1 
2240634284   -4.85149    -50.86517     0.07     -0.07     0.09     1 
2240634286   -4.85148    -50.80889    -0.00     -0.05     0.05     1 
2240634302   -4.85120    -50.35868    -0.03      0.11     0.11     1 
2240634303   -4.85117    -50.33055    -0.02      0.13     0.13     1 
2240634304   -4.85114    -50.30241    -0.00      0.10     0.10     1 
2240634305   -4.85112    -50.27427     0.01      0.14     0.14     1 
2240634306   -4.85109    -50.24614     0.02      0.17     0.17     1 
2240634307   -4.85105    -50.21800     0.03      0.21     0.21     1 
2240634308   -4.85102    -50.18986     0.01      0.25     0.25     1 
2240634309   -4.85098    -50.16173     0.01      0.22     0.22     1 
2240634310   -4.85095    -50.13359     0.00      0.20     0.20     1 
2240634311   -4.85091    -50.10546    -0.00      0.16     0.16     1 
2240634312   -4.85088    -50.07732    -0.06      0.20     0.21     1 
2240634313   -4.85084    -50.04919    -0.02      0.13     0.13     1 
2240634314   -4.85080    -50.02105    -0.02      0.05     0.05     1 
2240634315   -4.85076    -49.99292    -0.04      0.05     0.06     1 
2240634322   -4.85043    -49.79598     0.06      0.14     0.15     1 
2240634325   -4.85028    -49.71159     0.01      0.13     0.13     1 
2240634326   -4.85022    -49.68346     0.03      0.07     0.07     1 
2240634327   -4.85017    -49.65532     0.00     -0.30     0.30     1 
2240634329   -4.85005    -49.59906     0.05     -0.19     0.20     1 
2240634330   -4.84999    -49.57093     0.03     -0.11     0.12     1 
2240634331   -4.84993    -49.54280     0.13     -0.11     0.17     1 
2240634332   -4.84987    -49.51467     0.18      0.02     0.18     1 
2240634333   -4.84981    -49.48655    -0.05      0.01     0.05     1 
2240634334   -4.84975    -49.45842    -0.05      0.16     0.17     1 
2240634335   -4.84968    -49.43029     0.21     -0.19     0.28     1 
2240634336   -4.84962    -49.40216     0.12      0.21     0.24     1 
2240634353   -4.87647    -51.03400     0.10     -0.09     0.13     1 
2240634354   -4.87647    -51.00586     0.12     -0.11     0.17     1 
2240634355   -4.87647    -50.97772     0.07     -0.04     0.08     1 
2240634362   -4.87644    -50.78074     0.07      0.00     0.07     1 
2240634363   -4.87643    -50.75261     0.04      0.04     0.06     1 
2240634366   -4.87639    -50.66819     0.14      0.04     0.15     1 
2240634370   -4.87633    -50.55563    -0.11      0.21     0.23     1 
2240634377   -4.87617    -50.35866    -0.00      0.24     0.24     1 
2240634378   -4.87614    -50.33052     0.02      0.15     0.15     1 
2240634379   -4.87611    -50.30238     0.01      0.14     0.14     1 
2240634380   -4.87608    -50.27425     0.02      0.08     0.08     1 
2240634381   -4.87605    -50.24611    -0.01      0.07     0.08     1 
2240634382   -4.87602    -50.21797    -0.00      0.10     0.10     1 
2240634383   -4.87599    -50.18984    -0.01      0.07     0.08     1 
2240634384   -4.87595    -50.16170    -0.04      0.13     0.14     1 
2240634385   -4.87592    -50.13356    -0.00      0.06     0.06     1 
2240634386   -4.87588    -50.10542    -0.05      0.15     0.16     1 
2240634387   -4.87584    -50.07729    -0.06      0.16     0.17     1 
2240634388   -4.87580    -50.04915    -0.01      0.17     0.17     1 
2240634389   -4.87576    -50.02102    -0.05      0.16     0.17     1 
2240634390   -4.87572    -49.99288    -0.06      0.02     0.06     1 
2240634391   -4.87568    -49.96475     0.11     -0.02     0.11     1 
2240634395   -4.87549    -49.85221     0.23     -0.18     0.29     1 
2240634398   -4.87535    -49.76781     0.05      0.01     0.05     1 
2240634399   -4.87529    -49.73967     0.23     -0.07     0.25     1 
2240634400   -4.87524    -49.71154     0.18     -0.00     0.18     1 
2240634401   -4.87519    -49.68341    -0.16     -0.33     0.36     1 
2240634403   -4.87507    -49.62714     0.02      0.20     0.20     1 
2240634404   -4.87501    -49.59901    -0.35     -0.05     0.35     1 
2240634405   -4.87495    -49.57088    -0.08      0.16     0.18     1 
2240634406   -4.87489    -49.54275     0.10     -0.06     0.12     1 
2240634407   -4.87483    -49.51462    -0.06      0.11     0.12     1 
2240634408   -4.87477    -49.48649    -0.05     -0.11     0.12     1 
2240634409   -4.87471    -49.45836    -0.09      0.04     0.10     1 
2240634410   -4.87464    -49.43023    -0.05      0.27     0.28     1 
2240634411   -4.87458    -49.40210     0.03      0.01     0.04     1 
2240634428   -4.90144    -51.03400     0.07     -0.08     0.11     1 
2240634440   -4.90137    -50.69631    -0.04      0.04     0.06     1 
2240634441   -4.90136    -50.66817     0.27      0.03     0.27     1 
2240634451   -4.90116    -50.38678     0.05      0.25     0.25     1 
2240634452   -4.90114    -50.35864    -0.02      0.20     0.20     1 
2240634453   -4.90111    -50.33050     0.01      0.25     0.25     1 
2240634454   -4.90108    -50.30236     0.05      0.31     0.31     1 
2240634455   -4.90105    -50.27422    -0.02      0.27     0.27     1 
2240634456   -4.90102    -50.24608     0.02      0.27     0.27     1 
2240634457   -4.90099    -50.21794    -0.03      0.22     0.22     1 
2240634458   -4.90095    -50.18980    -0.00      0.22     0.22     1 
2240634459   -4.90092    -50.16167    -0.02      0.16     0.16     1 
2240634460   -4.90088    -50.13353    -0.03      0.16     0.16     1 
2240634461   -4.90085    -50.10539    -0.08      0.09     0.12     1 
2240634462   -4.90081    -50.07725    -0.04      0.07     0.08     1 
2240634463   -4.90077    -50.04912     0.01     -0.06     0.06     1 
2240634464   -4.90073    -50.02098    -0.06      0.09     0.11     1 
2240634465   -4.90069    -49.99284     0.21     -0.23     0.31     1 
2240634466   -4.90064    -49.96471     0.12      0.41     0.43     1 
2240634468   -4.90055    -49.90844     0.02      0.09     0.09     1 
2240634469   -4.90051    -49.88030    -0.14      0.07     0.15     1 
2240634471   -4.90041    -49.82403    -0.06      0.11     0.13     1 
2240634472   -4.90036    -49.79590     0.08     -0.40     0.41     1 
2240634473   -4.90031    -49.76776     0.01      0.31     0.31     1 
2240634475   -4.90020    -49.71149    -0.15      0.17     0.23     1 
2240634476   -4.90015    -49.68336    -0.11      0.15     0.19     1 
2240634477   -4.90009    -49.65523     0.29      0.13     0.32     1 
2240634478   -4.90003    -49.62709     0.22     -0.04     0.22     1 
2240634479   -4.89997    -49.59896     0.10     -0.04     0.11     1 
2240634480   -4.89992    -49.57083    -0.02      0.03     0.03     1 
2240634481   -4.89985    -49.54270    -0.04     -0.08     0.09     1 
2240634482   -4.89979    -49.51456    -0.24     -0.10     0.26     1 
2240634483   -4.89973    -49.48643     0.13      0.09     0.16     1 
2240634484   -4.89967    -49.45830     0.02     -0.07     0.07     1 
2240634485   -4.89960    -49.43017     0.01      0.33     0.33     1 
2240634503   -4.92641    -51.03401     0.11     -0.01     0.11     1 
2240634504   -4.92641    -51.00586     0.11      0.03     0.12     1 
2240634505   -4.92641    -50.97772     0.05     -0.01     0.05     1 
2240634507   -4.92641    -50.92144     0.03     -0.05     0.06     1 
2240634517   -4.92631    -50.64002     0.17      0.16     0.24     1 
2240634526   -4.92613    -50.38675     0.01      0.17     0.17     1 
2240634527   -4.92610    -50.35861    -0.02      0.10     0.10     1 
2240634528   -4.92607    -50.33047     0.01      0.12     0.12     1 
2240634529   -4.92605    -50.30233    -0.00      0.12     0.12     1 
2240634530   -4.92602    -50.27419     0.00      0.17     0.17     1 
2240634531   -4.92598    -50.24605     0.03      0.20     0.20     1 
2240634532   -4.92595    -50.21791     0.00      0.21     0.21     1 
2240634533   -4.92592    -50.18977     0.00      0.22     0.22     1 
2240634534   -4.92588    -50.16164    -0.01      0.21     0.21     1 
2240634535   -4.92585    -50.13350    -0.02      0.28     0.28     1 
2240634536   -4.92581    -50.10536    -0.05      0.26     0.27     1 
2240634537   -4.92577    -50.07722    -0.04      0.24     0.25     1 
2240634538   -4.92573    -50.04908    -0.07      0.22     0.23     1 
2240634539   -4.92569    -50.02094     0.20      0.31     0.37     1 
2240634546   -4.92537    -49.82399     0.16      0.20     0.25     1 
2240634551   -4.92511    -49.68331    -0.24     -0.05     0.25     1 
2240634552   -4.92505    -49.65518     0.04      0.07     0.08     1 
2240634553   -4.92500    -49.62704    -0.18      0.02     0.18     1 
2240634554   -4.92494    -49.59891    -0.07      0.06     0.09     1 
2240634555   -4.92488    -49.57077     0.07     -0.01     0.07     1 
2240634556   -4.92482    -49.54264     0.18      0.04     0.19     1 
2240634557   -4.92475    -49.51451     0.10     -0.10     0.14     1 
2240634558   -4.92469    -49.48638    -0.01     -0.22     0.22     1 
2240634559   -4.92462    -49.45825    -0.18     -0.21     0.27     1 
2240634560   -4.92456    -49.43012     0.12     -0.07     0.14     1 
2240634561   -4.92449    -49.40198    -0.19      0.06     0.20     1 
2240634578   -4.95138    -51.03401     0.10     -0.06     0.12     1 
2240634579   -4.95138    -51.00586     0.11     -0.04     0.11     1 
2240634580   -4.95138    -50.97772     0.09     -0.01     0.09     1 
2240634582   -4.95138    -50.92143     0.07     -0.03     0.07     1 
2240634585   -4.95136    -50.83700     0.07      0.11     0.13     1 
2240634586   -4.95135    -50.80886     0.03      0.00     0.03     1 
2240634601   -4.95110    -50.38673     0.01      0.17     0.17     1 
2240634602   -4.95107    -50.35859     0.00      0.22     0.22     1 
2240634603   -4.95104    -50.33045    -0.01      0.19     0.19     1 
2240634604   -4.95101    -50.30231    -0.02      0.19     0.19     1 
2240634605   -4.95098    -50.27416     0.00      0.23     0.23     1 
2240634606   -4.95095    -50.24603    -0.01      0.16     0.16     1 
2240634607   -4.95092    -50.21788    -0.01      0.15     0.15     1 
2240634608   -4.95088    -50.18974    -0.03      0.11     0.11     1 
2240634609   -4.95085    -50.16160    -0.04      0.06     0.07     1 
2240634610   -4.95081    -50.13346     0.00      0.11     0.11     1 
2240634611   -4.95078    -50.10533    -0.05      0.12     0.13     1 
2240634612   -4.95074    -50.07719    -0.02      0.20     0.20     1 
2240634613   -4.95070    -50.04905    -0.25     -0.05     0.25     1 
2240634616   -4.95057    -49.96463     0.06      0.10     0.12     1 
2240634624   -4.95018    -49.73953     0.19     -0.08     0.21     1 
2240634625   -4.95013    -49.71140     0.02      0.09     0.09     1 
2240634626   -4.95007    -49.68326    -0.08      0.10     0.13     1 
2240634627   -4.95001    -49.65513     0.07     -0.11     0.13     1 
2240634629   -4.94990    -49.59886    -0.12      0.08     0.14     1 
2240634631   -4.94978    -49.54259     0.15      0.33     0.37     1 
2240634632   -4.94971    -49.51445    -0.01      0.33     0.33     1 
2240634633   -4.94965    -49.48632    -0.20     -0.38     0.43     1 
2240634634   -4.94958    -49.45819    -0.08      0.14     0.16     1 
2240634635   -4.94952    -49.43006    -0.24      0.06     0.25     1 
2240634636   -4.94945    -49.40192     0.28     -0.02     0.28     1 
2240634652   -4.97635    -51.06215     0.12     -0.02     0.12     1 
2240634653   -4.97635    -51.03401     0.12      0.01     0.12     1 
2240634657   -4.97635    -50.92143     0.05     -0.08     0.10     1 
2240634675   -4.97609    -50.41485    -0.02      0.16     0.16     1 
2240634676   -4.97606    -50.38671    -0.01      0.10     0.10     1 
2240634677   -4.97604    -50.35856    -0.01      0.18     0.18     1 
2240634678   -4.97601    -50.33042     0.02      0.15     0.15     1 
2240634679   -4.97598    -50.30228    -0.01      0.19     0.19     1 
2240634680   -4.97595    -50.27414    -0.04      0.19     0.19     1 
2240634681   -4.97592    -50.24600     0.01      0.20     0.20     1 
2240634682   -4.97588    -50.21786    -0.04      0.17     0.17     1 
2240634683   -4.97585    -50.18971    -0.03      0.19     0.19     1 
2240634684   -4.97582    -50.16157     0.00      0.17     0.17     1 
2240634685   -4.97578    -50.13343    -0.01      0.16     0.16     1 
2240634686   -4.97574    -50.10529     0.03      0.13     0.13     1 
2240634687   -4.97570    -50.07715     0.00      0.13     0.13     1 
2240634690   -4.97558    -49.99273    -0.05     -0.01     0.05     1 
2240634691   -4.97554    -49.96459     0.42      0.05     0.42     1 
2240634698   -4.97520    -49.76762    -0.07      0.40     0.40     1 
2240634699   -4.97514    -49.73949    -0.02     -0.34     0.34     1 
2240634701   -4.97503    -49.68321    -0.02      0.35     0.35     1 
2240634702   -4.97498    -49.65507     0.13      0.00     0.13     1 
2240634703   -4.97492    -49.62694    -0.15      0.18     0.23     1 
2240634704   -4.97486    -49.59880    -0.12      0.05     0.13     1 
2240634705   -4.97480    -49.57067    -0.11      0.05     0.12     1 
2240634706   -4.97474    -49.54253     0.05      0.27     0.28     1 
2240634707   -4.97467    -49.51440    -0.10     -0.00     0.10     1 
2240634708   -4.97461    -49.48626    -0.14     -0.22     0.26     1 
2240634709   -4.97454    -49.45813    -0.02     -0.11     0.11     1 
2240634710   -4.97448    -49.43000    -0.10     -0.02     0.10     1 
2240634727   -5.00131    -51.06215     0.19     -0.04     0.19     1 
2240634728   -5.00132    -51.03401     0.14     -0.06     0.15     1 
2240634730   -5.00132    -50.97772     0.07     -0.03     0.07     1 
2240634732   -5.00131    -50.92143     0.05      0.04     0.06     1 
2240634750   -5.00106    -50.41483    -0.03      0.20     0.21     1 
2240634751   -5.00103    -50.38668    -0.03      0.21     0.21     1 
2240634752   -5.00100    -50.35854     0.01      0.24     0.24     1 
2240634753   -5.00098    -50.33040    -0.02      0.19     0.19     1 
2240634754   -5.00095    -50.30225    -0.02      0.17     0.18     1 
2240634755   -5.00092    -50.27411    -0.03      0.15     0.15     1 
2240634756   -5.00088    -50.24597    -0.00      0.14     0.14     1 
2240634757   -5.00085    -50.21783    -0.02      0.11     0.11     1 
2240634758   -5.00082    -50.18968    -0.06      0.10     0.11     1 
2240634759   -5.00078    -50.16154    -0.07      0.15     0.16     1 
2240634760   -5.00075    -50.13340    -0.06      0.18     0.19     1 
2240634761   -5.00071    -50.10526     0.01      0.21     0.21     1 
2240634762   -5.00067    -50.07712    -0.04      0.12     0.13     1 
2240634763   -5.00063    -50.04897    -0.03      0.19     0.19     1 
2240634766   -5.00050    -49.96455     0.04      0.01     0.04     1 
2240634767   -5.00045    -49.93641    -0.10      0.13     0.16     1 
2240634771   -5.00026    -49.82385     0.07      0.02     0.07     1 
2240634773   -5.00016    -49.76758    -0.06      0.13     0.14     1 
2240634774   -5.00011    -49.73944    -0.12      0.15     0.19     1 
2240634775   -5.00005    -49.71130     0.15      0.11     0.18     1 
2240634776   -5.00000    -49.68316     0.14     -0.03     0.15     1 
2240634777   -4.99994    -49.65502    -0.05      0.01     0.05     1 
2240634779   -4.99982    -49.59875    -0.35      0.14     0.38     1 
2240634781   -4.99970    -49.54248     0.03      0.39     0.39     1 
2240634782   -4.99963    -49.51434     0.03     -0.03     0.05     1 
2240634783   -4.99957    -49.48621    -0.01      0.07     0.07     1 
2240634784   -4.99950    -49.45807    -0.04      0.03     0.05     1 
2240634785   -4.99944    -49.42994    -0.12     -0.09     0.15     1 
2240634822   -5.02609    -50.49924     0.08      0.41     0.42     1 
2240634823   -5.02607    -50.47109     0.06      0.17     0.18     1 
2240634825   -5.02602    -50.41481    -0.00      0.25     0.25     1 
2240634826   -5.02600    -50.38666    -0.04      0.26     0.26     1 
2240634827   -5.02597    -50.35852     0.04      0.33     0.33     1 
2240634828   -5.02594    -50.33037     0.01      0.30     0.30     1 
2240634829   -5.02591    -50.30223    -0.02      0.30     0.30     1 
2240634830   -5.02588    -50.27408     0.02      0.25     0.25     1 
2240634831   -5.02585    -50.24594    -0.03      0.21     0.21     1 
2240634832   -5.02582    -50.21780    -0.02      0.20     0.20     1 
2240634833   -5.02578    -50.18965     0.00      0.14     0.14     1 
2240634834   -5.02575    -50.16151    -0.09      0.18     0.20     1 
2240634835   -5.02571    -50.13337    -0.03      0.13     0.14     1 
2240634836   -5.02567    -50.10522    -0.04      0.08     0.09     1 
2240634837   -5.02563    -50.07708    -0.05      0.11     0.12     1 
2240634838   -5.02559    -50.04894    -0.09      0.07     0.12     1 
2240634839   -5.02555    -50.02080     0.07     -0.04     0.08     1 
2240634841   -5.02546    -49.96451     0.06     -0.15     0.16     1 
2240634842   -5.02542    -49.93637    -0.03      0.07     0.08     1 
2240634847   -5.02517    -49.79567    -0.17      0.04     0.17     1 
2240634848   -5.02512    -49.76753    -0.19      0.15     0.24     1 
2240634849   -5.02507    -49.73939    -0.07     -0.01     0.07     1 
2240634850   -5.02501    -49.71125     0.18     -0.16     0.24     1 
2240634851   -5.02496    -49.68311    -0.08      0.01     0.09     1 
2240634852   -5.02490    -49.65497    -0.19     -0.01     0.19     1 
2240634853   -5.02484    -49.62683    -0.16     -0.10     0.19     1 
2240634854   -5.02478    -49.59870    -0.12     -0.14     0.18     1 
2240634856   -5.02466    -49.54242     0.04      0.16     0.17     1 
2240634857   -5.02459    -49.51429    -0.11     -0.04     0.12     1 
2240634858   -5.02453    -49.48615     0.05      0.22     0.23     1 
2240634859   -5.02446    -49.45801    -0.04      0.11     0.11     1 
2240634860   -5.02440    -49.42988     0.18     -0.01     0.18     1 
2240634900   -5.05099    -50.41478    -0.11      0.08     0.14     1 
2240634901   -5.05097    -50.38664    -0.05      0.20     0.21     1 
2240634902   -5.05094    -50.35849    -0.02      0.13     0.14     1 
2240634903   -5.05091    -50.33035     0.00      0.22     0.22     1 
2240634904   -5.05088    -50.30220     0.06      0.19     0.20     1 
2240634905   -5.05085    -50.27405     0.05      0.26     0.26     1 
2240634906   -5.05082    -50.24591    -0.02      0.19     0.19     1 
2240634907   -5.05078    -50.21777    -0.02      0.26     0.27     1 
2240634908   -5.05075    -50.18962    -0.00      0.26     0.26     1 
2240634909   -5.05071    -50.16148    -0.05      0.31     0.32     1 
2240634910   -5.05068    -50.13333    -0.03      0.24     0.25     1 
2240634911   -5.05064    -50.10519    -0.03      0.29     0.29     1 
2240634912   -5.05060    -50.07705    -0.02      0.16     0.16     1 
2240634913   -5.05056    -50.04890    -0.02      0.13     0.14     1 
2240634914   -5.05052    -50.02076     0.02      0.12     0.12     1 
2240634916   -5.05043    -49.96447     0.04      0.13     0.14     1 
2240634918   -5.05034    -49.90819     0.00      0.10     0.10     1 
2240634920   -5.05024    -49.85191     0.35     -0.03     0.35     1 
2240634921   -5.05019    -49.82376    -0.08      0.01     0.08     1 
2240634922   -5.05014    -49.79562     0.07     -0.04     0.08     1 
2240634924   -5.05003    -49.73934    -0.15      0.15     0.21     1 
2240634925   -5.04998    -49.71120    -0.16      0.11     0.20     1 
2240634927   -5.04986    -49.65492    -0.03      0.36     0.36     1 
2240634928   -5.04980    -49.62678     0.16     -0.08     0.18     1 
2240634931   -5.04962    -49.54237    -0.08     -0.14     0.16     1 
2240634933   -5.04949    -49.48609    -0.05     -0.02     0.06     1 
2240634934   -5.04942    -49.45795    -0.01     -0.04     0.04     1 
2240634935   -5.04936    -49.42982    -0.11      0.01     0.11     1 
2240634972   -5.07603    -50.49920     0.17      0.01     0.17     1 
2240634973   -5.07601    -50.47105     0.10      0.18     0.20     1 
2240634974   -5.07598    -50.44291     0.09      0.20     0.22     1 
2240634977   -5.07590    -50.35847     0.04      0.23     0.23     1 
2240634978   -5.07588    -50.33032     0.01      0.19     0.19     1 
2240634979   -5.07585    -50.30217     0.01      0.14     0.14     1 
